reviewID,userName,timestamp,reviewText,rating,dining/delivery type
198357048,Jothika Joseph,4 months ago,Neila’s service was much appreciated and well! Thank you for the service,5,dining_order
197992440,Vignesh V,4 months ago,Had some wonderful time hanging out here! Nila was a gem and provided great customer service.,5,dining_order
196637497,Ashish Chandak,4 months ago,FOOD WAS VERY AVERAGE. THE SCREEN IS PATHETIC . ,3,dining_order
194381260,Aashish Pratap Singh,4 months ago,Service was really good,3,dining_order
194104862,Jithendran,4 months ago,they didn't accept booking from zomato and asked us to stand and order food and drinks.<br/><br/>Worst customer service in this place. I have been to many secret story branches and here myself and my frnds experienced a very bad customer experience. And the staff is rude behaving. They are asking us to read their policy book and come. I went out to check out my car alarm and these folks didn't allow to re enter in just 5 mins.,1,dining
192822990,Shovakar Bhattacharjee,4 months ago,The starter was really touchy but main course was a bit blant. I suggest to make it more rich.,4,dining_order
190101513,Jaswanth Khatod,5 months ago,booking through zamato is waste of time .no discount and u will not be given table if u book through zamato.<br/>better to book directly through .,4,dining_order
190006103,Shalika,5 months ago,They ask you to leave while you’re eating even if you have a table reservation. This was in spite there were multiple empty tables. The worst place I’ve seen.,1,dining
187841275,Akramakku2,5 months ago,Good place to spend quality time with friends.,5,dining_order
187022795,Krishna Jagushte,5 months ago,Mr. Bishal Dev Sir has helped a lot and the best advice on pairing on food and drinks.,5,dining_order
186365103,Aishwarya,5 months ago,"We had booked a table for 2 via Zomato, and confirmed via call well in advance that we wanted a table on the first floor. The person said that it was all good and that we could just walk in and that they'd accommodate us. <br/>When we reached, they said first floor was booked and didn't give us a seat there. When we questioned them about their claims during reservation. This is not the first time it's happening. <br/>Additionally, they don't let you take in opened pack of cigarettes. when we asked for our cigs when we were leaving and they announced that they'd disposed it- this is after the told us that ""we may or may not"" be able to retrieve our cigs. Please do let the customers regarding this policy in advance.<br/>Would not recommend. Mid experience.",1,dining
185441895,DrRanjitha,6 months ago,"Went to secret story last evening for the match and my experience was far from what i expected it to be.<br/>The food which has always been excellent, was below average.<br/>We ordered :<br/>1)Goat cheese and masala potato waffles-DISASTER!<br/>Guess what we got!. Potato masala ( which you would generally have with poori), few pieces of goat cheese thrown over, and a normal savory waffle. This was an absolute fail cause if this was meant to be a fusion dish, it was not. The potato obviously did not go well with the waffle and the cheese was a complete mismatch to the entire dish. Rating : 0/5<br/>2)Chicken kurumelagu skeweres- decent. 3/5<br/>3)Filo triangles with stuffed ricotta and spinach-completely bland and tasteless. 1/5<br/><br/>So apart from the food being a disappointment, the staffs were equally so.<br/>We were two of us and chose to take a 7 seater as they said “we can sit wherever we want”. The place was practically empty and we made a prior table reservation . <br/>Midway into our meal - 2 waiters came up to us and asked us to move to a smaller table, which was understandable had they informed us before we started our orders. It is a basic courtesy to not ask the guests to move midway into their meal. Its not just discourteous but also extremely disrespectful. I blatantly refused for which they insisted again saying that all the couches are reserved prior . We had our reservations made prior too and informed that it was the two of us only. Well in that case they should have informed us of the same before we took up the table. This is completely an uncouth behaviour from the staffs. <br/>Overtall a terrible experience <br/>Would i recommend this place- NO<br/>Would i visit this place again- NEVER",1,dining
184512400,Umair,6 months ago,Worst,2,dining_order
183745457,Julian,6 months ago,The food and ambience were great .<br/>Reuben and raj did a great service .,5,dining_order
183514921,Ashok Krishna,6 months ago,rubel service is awesome,5,dining_order
182784112,Yash Lath,6 months ago,They will charge money from you and then let the bouncers manhandle you as if you are beggar. The worst kind of service ever seen in restro bar. Writing this review so that other don’t gvar the issue that I have faced. Total disaster of a place. Such places are an insult to us as they charge money and make bouncers manhandle you. Visit at your own risk.,1,dining
182412062,Bhavin,6 months ago,Amazing food and ambience but what touched was the service by Manager Raj who customised dishes and made our time special..Thank you,5,dining_order
181488421,Anusha Patra,6 months ago,"Great service and amazing food. Friendly staff, Ruben assisted with quick service.",5,dining
179475330,Remmya,7 months ago,Loved the ambience. Great service by Ruben :),5,dining_order
178479055,Rashmi Raman,7 months ago,"We had an amazing cocktails & brunch party at the Secret Story. <br/>Our guests were totally floored by the excellent short eats, live stations & the main food . <br/>The service was very good with Chef Vinod & Barman Shakthi making sure everyone had a plate-full & cocktail glass full :)) … many of our guests  mentioned that the cocktails were brilliant . Thanks Chef  Vinod you were true to ur word … food was delicious! <br/>The ambience of the restaurant  is very pleasant with glass n garden effect . So a superb venue for a day party. <br/>The DJ played a great choice of nos. <br/>The air conditioning was perfect.<br/>Valet service takes care of the parking well. <br/>Would highly recommend this venue for a party !",5,dining
176893007,Nived,7 months ago,The service of Raj is excellent and his suggestion of food is really awesome. must visit ,5,dining_order
176815433,Banu Shivakumar,7 months ago,We liked the place n raj was really good,5,dining
176513754,Satyanarayana Varma,7 months ago,nice service by raj,5,dining_order
176358492,Arjun Manoj,7 months ago,Very nice place. I love coming here. Will be coming again soon,5,dining_order
174769911,Asir Sunil Babu,8 months ago,"We had booked in Zomato for 5:30pm, and the first greeting we got was to make sure we get out of the restaurant in an hour. With that we forced to leave despite making advanced reservation in Zomato. Pathetic and unruly staff behaviour.",1,dining
174769529,Jennifer Dawson,8 months ago,"Pathetic service, even after making a booking on Zomato app, the first information given to us was the time to leave. Pathetic staff and hopeless manager. Felt terribly unwelcome.",1,dining
173537717,Vijay,8 months ago,unruly staff behaviour. zero professionalism.,1,dining
172870750,Manak Bhatia,8 months ago,amazing place . great vibe. ,5,dining_order
169959902,Ramki Raman,9 months ago,"I chose the place because of its ambience, Zomato gold offer and went by the ratings provided (4.3 ish). Very disappointed with the place, quality of food and unavailability of beverages, service was super slow…. Maybe this was a Wednesday but I expect better service when you have less crowd. I won’t recommend based on my experience.",2,dining_order
168192313,Akash Kumar J,9 months ago,"they only accept couple entry even if you book a table, which isn't stated in their t&c and my friends and I were denied entry. ",1,dining
167009966,Ambika Sreenivas,9 months ago,Momita her service was very good,5,dining_order
166923089,Sudarshan Krishna Suresh,9 months ago,Rubel’s service was excellent.,5,dining_order
165885538,Sa Govindhji,10 months ago,"We had come here for my birthday! And Mr. Raj was our host and he was the friendliest one and the highlight of the day! Had Hyderabadi tikka, lamb starters (the best) and pastas are very delicious! An amazing place to hang out with friends and a very beautiful place. Definitely coming back!",5,dining
165883736,Sa Govindhji,10 months ago,It was an amazing experience. Mr. Raj was very friendly and was the highlight of our day! My birthday with my friends could not have been spent in a better way!,5,dining_order
165812625,Kota Madhavi,10 months ago,"Music was top notch… Kudos to the DJs. <br/>Ambience top notch as well. <br/>Had amazing starters from new menu : loved the Hyderabadi Lal mirch Chicken and baby prawns, we ended with Matcha cake dessert which complemented well with the ice cream and blueberries to finish with. Excellent service and suggestions from Momumita. Will definitely comeback to this place.",4,dining
165654057,Rajath,10 months ago,Had a great time. Food was amazing and service from mr Raj was on point,5,dining
165141494,Kiran Konda,10 months ago,Nice place in the middle of the city. Must visit when planning lunch or late lunch. Asikul and Rubel were very active and enthusiastic staff who helped us.,5,dining_order
165135061,POOJALAKSHMI MUTHURAMAN,10 months ago,Very nice place !!,5,dining
164956872,Surya Gowri,10 months ago,"the food was amazing,  the service of raj was wonderful ",5,dining
164955637,Adithya Baskaran,10 months ago,everything was awesome. the service was  exquisite.,5,dining
164842839,Virat Nawalgaria,10 months ago,Have been coming from a long time and service is great.<br/>Must try,4,dining_order
164718178,Haripriya,10 months ago,Food was bad .. and overpriced for the quantity and taste .,1,dining_order
164691991,Deva Reesh,10 months ago,Rubel was so nice in his service. he gave all the food and drinks very quickly<br/> <br/>seat allocation by the front desk could have been better.,5,dining
164214693,Irene,10 months ago,Food was amazing and the service by the staff here was great. Mr.Asikul was very polite with his service.,5,dining_order
164191482,Veera,10 months ago,"regular guest at secret story.Robin,senthil and Raju always take a step forward in making the service much better each time we visit here.Will surely recommend this place ",5,dining
164158276,Sahil Khanna,10 months ago,"food was excellent, loved<br/> the vibe",5,dining_order
163935276,Amit Saraf,10 months ago,Mr. Asikul served us very well and treated us really good.,5,dining_order
163414549,Keerthi Yarlagadda,10 months ago,"I really like the vibe of the place, dj good a job <br/>The senior captain Senthil , asikul senior staff were really generous and fun",5,dining
163061314,Ayisha Zeba,10 months ago,Good Experience! 👍🏼,4,dining_order
162250525,KW,10 months ago,"terribly inefficient staff at the door, though I've never had a bad experience with the wait staff, crappy music at the wrong levels no matter when you go, and not worth the money",1,dining
159301334,Ankit Kothari,11 months ago,Expensive!! Dont have basic starters like french fries in menu !!,4,dining_order
157087335,Vishnu Prasanth,11 months ago,Went here today they have good music and good ambiance everyone should visit this place staff friendly..,5,dining_order
156776951,Astha Prem,"Oct 08, 2023",The service staff was really bad. They were all extremely rude. Refused to give us reserved seats.,1,dining
152390249,Pravin,"Sep 12, 2023","Went here with my wife with pre booking for my first year anniversary. Right from the beginning there is no one in the entrance, waitress cared to ask and give us a seat. Everyone was busy. Then they gave us a corner seat near the washroom on top of the huge speaker near my head, sound so very loud when we requested for change of seat they were rudely denied by saying everything was booked, the first floor was empty and when I said I leave they said no other seat u can leave.. worst experience 😡😡👎👎👎👎👎👎👎👎<br/>Coco maya roof top service was better.",1,dining
152159701,Tanisha Gulati,"Sep 10, 2023",,1,dining_order
152104136,Usha Kumar,"Sep 10, 2023","Lovely food and drinks , mouth watering starters ,loved the Chaat and Mangolian live stations. The food and mocktails were fresh and lip smacking .A perfect Sunday Brunching with the family 👍",5,dining
152101948,Aman Kumar,"Sep 10, 2023","<br/>Enjoyed the brunch ,lovely starters, the  chimichuri grilled prawns were an  absolute delight , the mocktails were very refreshing and tasty .The food and live counters  as usual a great hit secret Story has always been the best brunch in town 💯❤❤",5,dining
151567739,Neeraja Moorthy,"Sep 06, 2023",,5,dining_order
151281497,Lakshmi Varadan,"Sep 04, 2023","This place is extremely happening every time we visit (specially on weekends). With such courteous staff, amazing music, beautiful ambience and yummy food, there wasn’t a time we did not enjoy ourselves. <br/>The best time to go is always….",5,dining
151268398,Shalini Nanda,"Sep 04, 2023",,5,dining_order
151217102,Rishab Jain,"Sep 03, 2023",,5,dining_order
150965927,Vigneshwar,"Sep 02, 2023",,5,dining_order
150674666,Krishna Shah,"Aug 31, 2023",,5,dining_order
150383995,Sumedha Biswas,"Aug 29, 2023","Dj and the vibe of the place is great…service is good, the food is a hit and miss…some items will be great, some will be meh.",4,dining_order
150230371,Avdhesh Mittal,"Aug 27, 2023",Momita was our designated server. The service was pretty impressive as much as the food. Enjoyable experience n excellent service.,5,dining_order
150011481,Chongloi,"Aug 26, 2023",Recently visited this place with my gang it's a nice place to hang out and food and service was good and amazing ambience must visit place in chennai. ,5,dining
149769217,Layla,"Aug 24, 2023","Lovely place , good food and service. Plays good music and has a great ambiance and vibe",5,dining
149628754,Nikita M,"Aug 23, 2023","Horrible food. Uncooked chicken. Oily flavourless starters. When asked to replace it they brought back the same plate re-heated, while the chicken was still raw in the middle. Overpriced too. Please avoid.",1,dining
149416786,Ankitha,"Aug 21, 2023",It's a really cool place for a chill evening. Moumita was very kind ,5,dining_order
149391673,Krishna Venkat,"Aug 21, 2023","lovely Sunday brunch, the food especially the starters were fabulous the place was packed and seemed to be a happening place in chennai, the service was also good. they had some really interesting live cooking also, enjoyed a lot 👍👍",5,dining
149313448,Vimal,"Aug 20, 2023",,5,dining_order
148994228,Ram,"Aug 19, 2023",food certainly needs an improvement . ambience and service great . Food taste was pretty ordinary ,4,dining_order
148992131,Vishal,"Aug 18, 2023",,5,dining_order
148426256,Komal,"Aug 14, 2023",,5,dining_order
148289725,Aditya,"Aug 13, 2023",,5,dining_order
148239749,Fatema Hyderi,"Aug 13, 2023",,5,dining_order
148231340,Shoyub,"Aug 13, 2023",Entry Manager is a creep and misbehaved with girls,1,dining
148207882,Mayank,"Aug 13, 2023",,5,dining_order
148171616,Nitika Singh,"Aug 13, 2023",,4,dining_order
148054597,Yash Agarwal,"Aug 12, 2023",,5,dining_order
147709665,Tasneem,"Aug 09, 2023",,5,dining_order
147558323,Yash,"Aug 08, 2023",,5,dining_order
147170058,Hari Sudarshan,"Aug 05, 2023",,5,dining_order
147048670,Maha Lakshmi,"Aug 05, 2023",,5,dining_order
147030813,Srinath Bk,"Aug 05, 2023",,5,dining_order
146601012,Tapas,"Aug 01, 2023",,5,dining_order
146571587,Chandini Selvarajan,"Aug 01, 2023",,5,dining_order
146282380,Soumen Ghose,"Jul 30, 2023",,5,dining_order
146162996,Menaka,"Jul 29, 2023",,5,dining_order
146080685,Gokul Prashanth,"Jul 29, 2023",The ambience and hospitality is amazing.. food u have to choose the right one 😎,4,dining_order
145999832,Namitha R,"Jul 28, 2023",,5,dining_order
145911288,Vidya,"Jul 27, 2023",,5,dining_order
145430896,Rinky Shrivastava,"Jul 24, 2023","Amazing ambience, impeccable service. Raj was our helper and ensured we had a great time. Very impressive staff, overall a lovely place overall!",5,dining
145295809,Rajasekar Loganathan,"Jul 23, 2023",ambience is awesome. hospitality by Raj was very good.,5,dining
144812484,Priyanka Baskar,"Jul 20, 2023",,1,dining_order
144553522,Syed,"Jul 18, 2023",,4,dining_order
144535159,Komal,"Jul 17, 2023",didi not cancel service charge,1,dining_order
144485611,Varun Kumar D,"Jul 17, 2023",,4,dining_order
144109057,Mohit Gupta,"Jul 15, 2023",,5,dining_order
143569797,Tharak,"Jul 10, 2023",,4,dining_order
143564242,Aashish,"Jul 10, 2023",,5,dining_order
143485446,Divya Shakthi,"Jul 10, 2023",,4,dining_order
143321291,Shradha Soni,"Jul 09, 2023",,5,dining_order
142795699,Tanvi Nerlekar,"Jul 05, 2023",Came here for lunch and had an amazing time. Food was great and the service was wonderful. Our server Raj was very helpful and went out of his way to help and recommend us the food and drinks. Definitely recommend coming here! ,5,dining
142795086,ANNIKA,"Jul 05, 2023","The food was great but service was even greater they helped us take videos and photos of our food and drinks, our server was Raj and he went all out in helping us",5,dining
142634783,Soorya Narayana,"Jul 04, 2023",Went for their Sunday brunch last week <br/>The food and the ambience was too good <br/>We went as 4 members and met Mr Robin who was very helpful <br/>It was a wide range of brunch which satisfied all of our cravings on each and every food <br/>Their tandoor food like Tandoori Jhinga and other kebabs were so good <br/>Their continental was mind blowing <br/>Importantly gnocchi and pizza was too good. <br/>Their drinks were also so good. <br/>Thank you Robin for suggesting us your signature dishes <br/>There was a flavoured cheese cake which was fantastic <br/>Totally such a satisfying brunch which costed around Rs 3500 per person <br/><br/>Must visit place for such a happening brunch in the city <br/><br/>Will recommend everyone to try the same,5,dining
142465433,Ajay Kumar,"Jul 02, 2023",,4,dining_order
142272279,Santhosh,"Jul 01, 2023",,5,dining_order
142240420,Kavya,"Jul 01, 2023",,5,dining_order
142127672,Mani Kandan,"Jun 30, 2023",,5,dining_order
142099534,Akshay,"Jun 30, 2023",,5,dining_order
142035805,Jasper Joshua,"Jun 29, 2023",,5,dining_order
141956827,G.ANILKUMAR,"Jun 29, 2023",,3,dining_order
141719761,Ganesh,"Jun 27, 2023","The Worst Food I've Ever Tasted,<br/><br/>How do I even begin to describe the terrible culinary disaster that I witnessed? Words alone are incapable of expressing the total disappointment and contempt I felt upon taking my first mouthful of what can only be referred to as a culinary horror. This was without a doubt the worst cuisine I've ever had the displeasure to come across.<br/><br/>My expectations were high as I entered the eatery. The menu offered a wide selection of tempting foods, and the atmosphere seemed to be pleasant enough. I had no idea that I was about to go on a gourmet adventure that would permanently alter my taste buds.<br/><br/>The appetiser was a supposedly ""delicacy"" that defied all reason. When it was placed in front of me, an offensive smell that made my stomach turn immediately hit my senses. I took a bite with heavy heart, only to be met by an offensive mash-up of flavours that clashed ferociously. It seems as though the chef had deliberately set out to compose a symphony of disgust.<br/><br/>The level of disappointment with the main meal was quite different. The food was served lukewarm, and it had a haphazardly put together appearance. I expected redemption with every bite, but what I got was an incomprehensible taste that made me doubt the fundamentals of culinary science. It was an odd mixture of overdone, underseasoned, and strangely weird flavours. It was obvious that no amount of seasoning would be able to save this terrible dish.<br/><br/>The dessert put the icing on the cake and put an end to my eating experience. I had no idea how a straightforward sweet dish could turn out so disastrously. It had an odd texture, unrecognisable flavours, and a bad aftertaste that persisted long after I had left the restaurant.<br/><br/>I was disappointed, and that's an understatement. The food that was served to me was disrespectful to the culinary arts as well as my taste sensibilities. It was lacking in taste, refinement, and attention to detail. I was left wondering how such a restaurant could even continue to operate while subjecting unknowing diners to such a horrible experience.<br/><br/>In conclusion, the worst meal I've ever had was a miserable experience from beginning to end. It was a dining experience that I would much rather forget, from the unappealing odours to the mismatched flavours and poor execution. I can only hope that people will avoid this restaurant and spare themselves the culinary disaster I experienced.",1,dining_order
141648632,Dharmeshwar,"Jun 26, 2023",,5,dining_order
141403232,Aniketh,"Jun 25, 2023",,4,dining_order
141130059,Bala S E,"Jun 23, 2023",,5,dining_order
140933615,Prayas Sethiya,"Jun 21, 2023",,5,dining_order
140455153,Pavitra Venkateswaran,"Jun 18, 2023",,4,dining_order
140401549,Jesvin Samuel,"Jun 17, 2023",Saad’s a g,4,dining
140364049,Susan Joy,"Jun 17, 2023",,4,dining_order
140300733,Mohan Kumaar,"Jun 17, 2023",,5,dining_order
139478096,Shokhi Shah Khandelwal,"Jun 10, 2023",,5,dining_order
139443966,Tapas,"Jun 10, 2023",,5,dining_order
139174641,Rohan Sable,"Jun 07, 2023",,3,dining_order
138884938,Udaya Kumar,"Jun 05, 2023",,4,dining_order
138862497,Ram,"Jun 05, 2023",,4,dining_order
138713908,Krithika Radhakrishnan,"Jun 04, 2023",,5,dining_order
138633420,Nikkila Prakash,"Jun 03, 2023",,5,dining_order
138618337,Mohitth Mahesh,"Jun 03, 2023","The food was excellent. The service by Mr. Raj was amazing, all our needs were taken care. definitely a must visit for gourmet food in chennai ",5,dining
138612049,Bharani Raaj,"Jun 03, 2023",Good ambience and food <br/>Good service from mr. Raj,4,dining
138542869,Suren K Babu,"Jun 02, 2023",Good Place for night out...,5,dining_order
138517912,Gokul,"Jun 02, 2023",,5,dining_order
138104683,Nivedha,"May 30, 2023",,3,dining_order
137839867,Sahiba Kochher,"May 28, 2023","The entry manager misbehaved with girls, should be fired. He made us feel so unsafe!<br/>He was acting like a creep",1,dining
137826026,UTKARSH AGARWAL,"May 28, 2023",Dont book this place on zomato. They will not allow you entry and tell zomato bookings are invalid. Rude staff. Very arrogant people.,1,dining
137790435,Aanand RangaRamanujam,"May 27, 2023",,4,dining_order
137784802,Sandip Bose,"May 27, 2023","Food was okay, definitely not worth the price it was at. Service was just so slow and unresponsive. It took them forever to get our order right and serve us our food. Pretty food ≠ good food. ",2,dining
137753144,Thiaygarajan Guruswamy,"May 27, 2023",,3,dining_order
137694176,Ragu Siva,"May 27, 2023","Service change is not be changed mandatorily as per TN Govt. However, the team refused to remove service charge",1,dining_order
137317762,Sarah Shirley,"May 23, 2023",,4,dining_order
136995156,Dhruv,"May 21, 2023","Excellent vibe place, must visit place in chennai, bit expensive but ambience and crowd make up for it.",5,dining_order
136899959,Sheerin Sithara,"May 20, 2023",Food was ok not good,1,dining_order
136860064,Banu Shivakumar,"May 20, 2023",They refused to accept the Zomato pay… charged us extra service tax of 760 … so the discount was very less … bad experience,3,dining_order
136746203,Sudesh Prakash,"May 19, 2023",,5,dining_order
136512673,Akshay,"May 17, 2023",,5,dining_order
136301816,Wilson,"May 15, 2023",,5,dining_order
136296632,Vandana,"May 15, 2023",,5,dining_order
136053585,Sofia Kumar,"May 13, 2023",Raj was great,5,dining
136011118,Merline,"May 13, 2023",,2,dining_order
135997752,Praveen,"May 13, 2023",,4,dining_order
135973418,Sanjay,"May 13, 2023",,4,dining_order
135831529,Priyanka,"May 12, 2023",,3,dining_order
135762578,Meenakshi,"May 11, 2023",,5,dining_order
135714293,Baarath Kannan KLV,"May 10, 2023",,4,dining_order
135661160,Kavi Mg,"May 10, 2023",,5,dining_order
135658921,Lakshman,"May 10, 2023",,5,dining_order
135600092,Nikkila Prakash,"May 09, 2023",,5,dining_order
135597651,Sandeep Kumar,"May 09, 2023",,5,dining_order
135589926,Manish,"May 09, 2023",,5,dining_order
135571855,Virat Nawalgaria,"May 09, 2023",,4,dining_order
135523021,Akshaya Vikraman,"May 09, 2023",,5,dining_order
135457766,Harini Radhakrishnan,"May 08, 2023",,4,dining_order
135253917,Dhanush Roopan,"May 06, 2023",,4,dining_order
134943131,Vikas Suchdev,"May 03, 2023",,5,dining_order
134935940,Valli Pal,"May 03, 2023",,4,dining_order
134908245,Nikhil Gupta,"May 03, 2023",,4,dining_order
134825684,Shruthi Kannan,"May 02, 2023",Had a great fun with friends. Highly recommended. Foods and drinks are so good. Service was really good. Thank you Raj for the wonderful service.,5,dining
134525200,Sharmilee Roy,"Apr 29, 2023",,3,dining_order
134474400,Harish Nagaraj,"Apr 29, 2023",It was a fun experience . Service by Mr. Raj was amazing . I’m happy with the service and food,5,dining_order
134422561,Komal Jalan,"Apr 28, 2023",What they write in the menu and what they give to you are completely different. The mocktail I ordered was supposed to have 5 diff things but it was only cranberry juice for  Rs450. I ordered a salad again it had 6 diff things as per the menu but what they gave was only lettuce and cucumbers ,2,dining
134062877,Manimaran,"Apr 25, 2023",,5,dining_order
133976049,Madhu,"Apr 24, 2023",,3,dining_order
133561199,Vikas Bisani,"Apr 20, 2023",Great place to unwind and have good meals and drinks! <br/>Staff was very helpful and on their toes. <br/><br/>Thanks for a pleasant evening.,5,dining_order
133403123,Akki,"Apr 18, 2023","The prawn vepudu at Secret Story is a delicious South Indian dish that is packed with flavor. The prawns are cooked in a spicy and tangy sauce, and served with steamed rice. The dish is perfect for seafood lovers and those who enjoy a bit of heat in their food.",5,dining
133402991,Ram,"Apr 18, 2023","Visited Secret Story recently. Loved their food, especially the honey chilli lotus stem, which was a unique and tasty dish. The lotus stem is sliced thinly and coated in a sweet and spicy glaze that is simply delicious. The dish is crunchy and flavorful, and the perfect accompaniment to any meal.<br/>",5,dining
133402442,Surya,"Apr 18, 2023","Celebrated a friend's birthday in secret story last week. Amazing food, great service and a spectacular ambience with the see through glass roof. Loved the paprika chicken skewers. It's a great option for those who love a bit of spice. <br/>",5,dining
